SnapshotID,LoanID,SnapshotDate,OutstandingAmount,PastDueDays,CumulativePayments,DefaultFlag
253,5252,2025-10-14,13750.63,0,70046.37,0
254,5253,2025-10-14,0.0,27,30387.84,0
255,5254,2025-10-14,26166.93,0,66608.07,0
256,5255,2025-10-14,91466.52,0,219506.48,0
257,5256,2025-10-14,0.0,0,155335.2,0
258,5257,2025-10-14,0.0,7,14742.74,0
259,5258,2025-10-14,0.0,4,10839.84,0
260,5259,2025-10-14,0.0,0,148551.84,0
261,5260,2025-10-14,0.0,7,11172.15,0
262,5261,2025-10-14,7886.37,74,4157.63,1
263,5262,2025-10-14,0.0,8,39699.72,0
264,5263,2025-10-14,0.0,0,11062.24,0
265,5264,2025-10-14,0.0,0,24945.79,0
266,5265,2025-10-14,0.0,0,129725.05,0
267,5266,2025-10-14,0.0,0,40466.88,0
268,5267,2025-10-14,0.0,0,17461.44,0
269,5268,2025-10-14,19.72,5,5297.28,0
270,5269,2025-10-14,0.0,0,28380.8,0
271,5270,2025-10-14,0.0,0,78571.28,0
272,5271,2025-10-14,901.47,24,19879.53,0
273,5272,2025-10-14,0.0,10,13157.1,0
274,5273,2025-10-14,0.0,20,68084.24,0
275,5274,2025-10-14,8223.06,49,4984.94,1
276,5275,2025-10-14,0.0,8,89597.04,0
277,5276,2025-10-14,0.0,5,13903.68,0
278,5277,2025-10-14,0.0,0,166391.52,0
279,5278,2025-10-14,0.0,0,33256.65,0
280,5279,2025-10-14,0.0,0,62592.75,0
281,5280,2025-10-14,0.0,0,6450.15,0
282,5281,2025-10-14,0.0,0,34101.84,0
283,5282,2025-10-14,45725.49,11,93855.51,0
284,5283,2025-10-14,0.0,14,160187.04,0
285,5284,2025-10-14,1490.6,27,13496.4,0
286,5285,2025-10-14,0.0,0,86182.2,0
287,5286,2025-10-14,0.0,25,41982.12,0
288,5287,2025-10-14,0.0,0,38052.48,0
289,5288,2025-10-14,9921.11,12,14917.89,0
290,5289,2025-10-14,0.0,5,66034.8,0
291,5290,2025-10-14,21790.14,112,7150.86,1
292,5291,2025-10-14,0.0,5,58452.96,0
293,5292,2025-10-14,0.0,42,8703.6,0
294,5293,2025-10-14,0.0,13,13129.92,0
295,5294,2025-10-14,0.0,12,5996.9,0
296,5295,2025-10-14,0.0,1,39152.21,0
297,5296,2025-10-14,0.0,4,7235.28,0
298,5297,2025-10-14,0.0,0,21063.24,0
299,5298,2025-10-14,24305.58,16,9549.42,1
300,5299,2025-10-14,98811.2,16,121774.8,0
301,5300,2025-10-14,3242.23,0,220165.77,0
302,5301,2025-10-14,0.0,26,91310.76,0
303,5302,2025-10-14,0.0,0,506378.4,0
304,5303,2025-10-14,0.0,4,134028.3,0
305,5304,2025-10-14,0.0,2,66306.0,0
306,5305,2025-10-14,0.0,48,87256.08,0
307,5306,2025-10-14,0.0,6,20257.3,0
308,5307,2025-10-14,0.0,12,70028.4,0
309,5308,2025-10-14,0.0,27,237818.16,0
310,5309,2025-10-14,0.0,0,66261.96,0
311,5310,2025-10-14,0.0,34,378171.0,0
312,5311,2025-10-14,0.0,35,181659.6,0
313,5312,2025-10-14,795.64,0,34223.36,0
314,5313,2025-10-14,1384.1,7,40017.9,0
315,5314,2025-10-14,0.0,0,34737.84,0
316,5315,2025-10-14,0.0,0,14559.48,0
317,5316,2025-10-14,0.0,11,74058.16,0
318,5317,2025-10-14,0.0,26,116515.7,0
319,5318,2025-10-14,0.0,11,158613.35,0
320,5319,2025-10-14,0.0,24,70236.48,0
321,5320,2025-10-14,0.0,22,33968.55,0
322,5321,2025-10-14,115.16,0,12027.84,0
323,5322,2025-10-14,27687.13,25,14488.87,0
324,5323,2025-10-14,0.0,36,230042.4,0
325,5324,2025-10-14,4287.52,23,8754.48,0
326,5325,2025-10-14,0.0,0,21397.6,0
327,5326,2025-10-14,35717.76,28,20050.24,0
328,5327,2025-10-14,0.0,0,280200.96,0
329,5328,2025-10-14,5321.49,37,2151.51,1
330,5329,2025-10-14,0.0,24,251166.12,0
331,5330,2025-10-14,0.0,9,13232.88,0
332,5331,2025-10-14,0.0,2,128662.56,0
333,5332,2025-10-14,10073.32,5,9259.68,0
334,5333,2025-10-14,0.0,19,55346.16,0
335,5334,2025-10-14,0.0,13,364053.12,0
336,5335,2025-10-14,0.0,5,41270.04,0
337,5336,2025-10-14,0.0,13,16655.04,0
338,5337,2025-10-14,0.0,33,11517.84,0
339,5338,2025-10-14,0.0,10,7367.76,0
340,5339,2025-10-14,0.0,0,25879.2,0
341,5340,2025-10-14,0.0,0,17571.6,0
342,5341,2025-10-14,36241.15,2,31094.85,0
343,5342,2025-10-14,15804.1,3,52456.9,0
344,5343,2025-10-14,0.0,0,53039.07,0
345,5344,2025-10-14,0.0,18,13770.24,0
346,5345,2025-10-14,0.0,0,6991.92,0
347,5346,2025-10-14,1371.0,6,13654.0,0
348,5347,2025-10-14,14955.53,26,7106.47,1
349,5348,2025-10-14,26191.36,5,11030.64,0
350,5349,2025-10-14,0.0,23,6217.92,0
351,5350,2025-10-14,0.0,8,17532.72,0
352,5351,2025-10-14,0.0,14,185319.36,0
353,5352,2025-10-14,13802.48,45,32231.52,0
354,5353,2025-10-14,0.0,0,17832.24,0
355,5354,2025-10-14,0.0,6,75923.43,0
356,5355,2025-10-14,0.0,1,15723.72,0
357,5356,2025-10-14,0.0,0,19975.55,0
358,5357,2025-10-14,0.0,22,168273.14,0
359,5358,2025-10-14,6614.81,0,53312.19,0
360,5359,2025-10-14,83895.8,16,510955.2,0
361,5360,2025-10-14,13888.55,45,4951.45,1
362,5361,2025-10-14,4132.48,13,3839.52,0
363,5362,2025-10-14,0.0,21,89874.6,0
364,5363,2025-10-14,0.0,0,32040.58,0
365,5364,2025-10-14,0.0,9,229961.16,0
366,5365,2025-10-14,0.0,0,7676.9,0
367,5366,2025-10-14,4609.62,41,22327.38,0
368,5367,2025-10-14,33458.08,0,38386.92,0
369,5368,2025-10-14,30843.37,56,13624.63,1
370,5369,2025-10-14,238709.54,57,58963.46,1
371,5370,2025-10-14,0.0,0,24732.0,0
372,5371,2025-10-14,2856.44,0,2257.56,0
373,5372,2025-10-14,684.8,17,7621.2,0
374,5373,2025-10-14,0.0,0,20387.04,0
375,5374,2025-10-14,0.0,0,16911.12,0
376,5375,2025-10-14,0.0,7,142509.12,0
377,5376,2025-10-14,0.0,25,15956.85,0
378,5377,2025-10-14,0.0,11,49974.22,0
379,5378,2025-10-14,0.0,23,71810.9,0
380,5379,2025-10-14,0.0,12,34323.12,0
381,5380,2025-10-14,0.0,0,15768.96,0
382,5381,2025-10-14,0.0,0,179856.0,0
383,5382,2025-10-14,16808.92,22,5418.08,1
384,5383,2025-10-14,1003.64,0,17103.36,0
385,5384,2025-10-14,42414.55,0,24372.45,0
386,5385,2025-10-14,279299.43,56,86523.57,1
387,5386,2025-10-14,0.0,0,176671.68,0
388,5387,2025-10-14,0.0,11,40310.64,0
389,5388,2025-10-14,0.0,7,22995.45,0
390,5389,2025-10-14,0.0,21,14037.6,0
391,5390,2025-10-14,0.0,24,71552.91,0
392,5391,2025-10-14,0.0,0,50149.0,0
393,5392,2025-10-14,13405.48,0,48782.52,0
394,5393,2025-10-14,0.0,0,137017.2,0
395,5394,2025-10-14,18441.77,4,13399.23,0
396,5395,2025-10-14,0.0,0,19087.2,0
397,5396,2025-10-14,0.0,5,17349.12,0
398,5397,2025-10-14,0.0,12,18314.64,0
399,5398,2025-10-14,7330.62,54,936.38,1
400,5399,2025-10-14,0.0,0,22917.96,0
401,5400,2025-10-14,0.0,16,29180.42,0
402,5401,2025-10-14,1286.5,0,31636.5,0
403,5402,2025-10-14,0.0,23,15898.14,0
404,5403,2025-10-14,0.0,0,88283.52,0
405,5404,2025-10-14,0.0,30,189939.6,0
406,5405,2025-10-14,0.0,21,17284.25,0
407,5406,2025-10-14,4310.44,4,9633.56,0
408,5407,2025-10-14,0.0,0,56764.36,0
409,5408,2025-10-14,0.0,18,76594.32,0
410,5409,2025-10-14,0.0,24,17117.06,0
411,5410,2025-10-14,0.0,8,25803.33,0
412,5411,2025-10-14,0.0,0,22556.16,0
413,5412,2025-10-14,0.0,8,503579.16,0
414,5413,2025-10-14,0.0,0,1317978.0,0
415,5414,2025-10-14,0.0,0,113322.14,0
416,5415,2025-10-14,0.0,0,24003.36,0
417,5416,2025-10-14,1084.56,0,137137.44,0
418,5417,2025-10-14,0.0,18,42089.4,0
419,5418,2025-10-14,0.0,25,68176.15,0
420,5419,2025-10-14,0.0,27,35039.88,0
421,5420,2025-10-14,0.0,0,39641.96,0
422,5421,2025-10-14,23119.51,9,17156.49,0
423,5422,2025-10-14,0.0,0,16363.44,0
424,5423,2025-10-14,0.0,0,70425.52,0
425,5424,2025-10-14,0.0,0,21389.2,0
426,5425,2025-10-14,0.0,24,29874.95,0
427,5426,2025-10-14,0.0,7,120042.48,0
428,5427,2025-10-14,0.0,0,89184.36,0
429,5428,2025-10-14,0.0,0,56792.29,0
430,5429,2025-10-14,0.0,0,27423.72,0
431,5430,2025-10-14,8780.46,13,115282.54,0
432,5431,2025-10-14,0.0,0,62699.76,0
433,5432,2025-10-14,0.0,33,21001.22,0
434,5433,2025-10-14,0.0,15,203180.67,0
435,5434,2025-10-14,0.0,0,203557.44,0
436,5435,2025-10-14,12615.4,6,21193.6,0
437,5436,2025-10-14,5851.38,10,3970.62,0
438,5437,2025-10-14,0.0,7,36775.44,0
439,5438,2025-10-14,0.0,0,37285.6,0
440,5439,2025-10-14,0.0,27,38327.04,0
441,5440,2025-10-14,2710.06,0,85893.94,0
442,5441,2025-10-14,0.0,0,46780.92,0
443,5442,2025-10-14,0.0,38,11253.51,0
444,5443,2025-10-14,0.0,0,12559.2,0
445,5444,2025-10-14,0.0,0,39139.2,0
446,5445,2025-10-14,0.0,13,7941.12,0
447,5446,2025-10-14,0.0,0,15614.88,0
448,5447,2025-10-14,20729.68,6,28642.32,0
449,5448,2025-10-14,0.0,33,11526.12,0
450,5449,2025-10-14,0.0,0,86002.32,0
451,5450,2025-10-14,0.0,5,12842.9,0
452,5451,2025-10-14,0.0,12,34542.98,0
453,5452,2025-10-14,0.0,34,39094.08,0
454,5453,2025-10-14,0.0,0,44761.85,0
455,5454,2025-10-14,0.0,0,46378.8,0
456,5455,2025-10-14,0.0,0,594304.2,0
457,5456,2025-10-14,0.0,37,56195.54,0
458,5457,2025-10-14,0.0,0,7901.17,0
459,5458,2025-10-14,0.0,0,61123.5,0
460,5459,2025-10-14,0.0,18,6356.68,0
461,5460,2025-10-14,0.0,0,90603.36,0
462,5461,2025-10-14,0.0,0,199016.7,0
463,5462,2025-10-14,23887.12,19,88094.88,0
464,5463,2025-10-14,0.0,28,33936.8,0
465,5464,2025-10-14,0.0,0,97831.2,0
466,5465,2025-10-14,7491.18,75,6132.82,1
467,5466,2025-10-14,2725.58,14,6475.42,0
468,5467,2025-10-14,15879.58,0,22936.42,0
469,5468,2025-10-14,0.0,61,78626.88,0
470,5469,2025-10-14,0.0,7,68678.98,0
471,5470,2025-10-14,0.0,20,49062.72,0
472,5471,2025-10-14,6442.84,0,6444.16,0
473,5472,2025-10-14,0.0,5,106988.04,0
474,5473,2025-10-14,14570.72,0,16325.28,0
475,5474,2025-10-14,0.0,9,38240.28,0
476,5475,2025-10-14,4660.58,5,17688.42,0
477,5476,2025-10-14,0.0,0,724743.36,0
478,5477,2025-10-14,0.0,7,35579.06,0
479,5478,2025-10-14,0.0,12,10037.44,0
480,5479,2025-10-14,0.0,7,129771.36,0
481,5480,2025-10-14,0.0,28,360074.88,0
482,5481,2025-10-14,10925.66,0,8452.34,0
483,5482,2025-10-14,0.0,6,141945.12,0
484,5483,2025-10-14,0.0,50,26177.04,0
485,5484,2025-10-14,0.0,24,173280.45,0
486,5485,2025-10-14,1154.68,32,5386.32,0
487,5486,2025-10-14,0.0,0,131838.3,0
488,5487,2025-10-14,0.0,9,17170.56,0
489,5488,2025-10-14,0.0,19,16796.88,0
490,5489,2025-10-14,0.0,0,26014.68,0
491,5490,2025-10-14,0.0,20,33150.72,0
492,5491,2025-10-14,0.0,7,736857.0,0
493,5492,2025-10-14,3654.36,0,136560.64,0
494,5493,2025-10-14,99832.92,0,36787.08,0
495,5494,2025-10-14,7579.09,88,3933.91,1
496,5495,2025-10-14,3010.72,3,10473.28,0
497,5496,2025-10-14,0.0,0,33322.45,0
498,5497,2025-10-14,0.0,0,34250.4,0
499,5498,2025-10-14,0.0,0,44691.64,0
500,5499,2025-10-14,0.0,0,7198.14,0
501,5500,2025-10-14,20648.52,6,45210.48,0
502,5501,2025-10-14,0.0,16,17772.48,0
503,5502,2025-10-14,0.0,0,49696.88,0
504,5503,2025-10-14,0.0,12,57750.48,0
505,5504,2025-10-14,0.0,0,20830.68,0
506,5505,2025-10-14,586.93,0,15158.07,0
507,5506,2025-10-14,0.0,16,25355.84,0
508,5507,2025-10-14,0.0,8,45832.85,0
509,5508,2025-10-14,28903.42,16,29596.58,0
510,5509,2025-10-14,24214.18,65,4627.82,1
511,5510,2025-10-14,0.0,0,18370.44,0
512,5511,2025-10-14,0.0,22,8939.16,0
513,5512,2025-10-14,0.0,0,266941.08,0
514,5513,2025-10-14,6436.41,1,161754.59,0
515,5514,2025-10-14,0.0,40,32487.12,0
516,5515,2025-10-14,0.0,38,90507.6,0
517,5516,2025-10-14,1132.2,0,7202.8,0
518,5517,2025-10-14,130963.2,38,234441.8,0
519,5518,2025-10-14,0.0,28,144372.16,0
520,5519,2025-10-14,0.0,31,27593.94,0
521,5520,2025-10-14,0.0,44,50387.48,0
522,5521,2025-10-14,0.0,50,179289.72,0
523,5522,2025-10-14,0.0,0,8459.64,0
524,5523,2025-10-14,0.0,8,25041.6,0
525,5524,2025-10-14,0.0,0,103787.97,0
526,5525,2025-10-14,0.0,0,53223.12,0
527,5526,2025-10-14,0.0,10,89373.0,0
528,5527,2025-10-14,1073.76,32,65613.24,0
529,5528,2025-10-14,0.0,60,13459.24,0
530,5529,2025-10-14,5215.46,6,71121.54,0
531,5530,2025-10-14,0.0,2,148725.92,0
532,5531,2025-10-14,28147.48,17,466361.52,0
533,5532,2025-10-14,0.0,44,7448.75,0
534,5533,2025-10-14,0.0,3,111178.48,0
535,5534,2025-10-14,0.0,0,152071.2,0
536,5535,2025-10-14,0.0,17,77889.6,0
537,5536,2025-10-14,0.0,0,45867.96,0
538,5537,2025-10-14,0.0,13,15989.76,0
539,5538,2025-10-14,73540.4,14,33547.6,0
540,5539,2025-10-14,0.0,0,19815.88,0
541,5540,2025-10-14,0.0,33,98206.4,0
542,5541,2025-10-14,46411.75,0,570458.25,0
543,5542,2025-10-14,26149.92,13,86026.08,0
544,5543,2025-10-14,0.0,9,35997.06,0
545,5544,2025-10-14,0.0,35,419686.52,0
546,5545,2025-10-14,0.0,0,194544.96,0
547,5546,2025-10-14,0.0,16,112727.68,0
548,5547,2025-10-14,0.0,23,65770.92,0
549,5548,2025-10-14,0.0,17,43472.4,0
550,5549,2025-10-14,0.0,0,15049.8,0
