CustomerID,CustomerName,Industry,Region,YearsInBusiness,AnnualRevenue,CreditScore,CreatedAt
1062,SME_1062,Agriculture,East,7,133059.0,721,2016-08-05 00:00:00
1063,SME_1063,Retail,North,8,73618.0,695,2017-12-11 00:00:00
1064,SME_1064,Retail,North,12,228939.0,592,2018-07-21 00:00:00
1065,SME_1065,Construction,East,6,150893.0,583,2018-07-30 00:00:00
1066,SME_1066,Manufacturing,East,4,170757.0,637,2015-12-24 00:00:00
1067,SME_1067,Agriculture,West,5,406628.0,518,2019-12-21 00:00:00
1068,SME_1068,Manufacturing,East,8,483695.0,592,2018-10-07 00:00:00
1069,SME_1069,Tech,West,4,265172.0,615,2018-09-18 00:00:00
1070,SME_1070,Wholesale,Central,9,76045.0,679,2017-12-05 00:00:00
1071,SME_1071,Retail,West,7,50000.0,677,2016-09-17 00:00:00
1072,SME_1072,Manufacturing,East,7,241728.0,513,2017-06-10 00:00:00
1073,SME_1073,Agriculture,South,8,50000.0,769,2017-02-16 00:00:00
1074,SME_1074,Wholesale,Central,9,119871.0,543,2015-07-29 00:00:00
1075,SME_1075,Wholesale,South,8,324412.0,518,2019-08-15 00:00:00
1076,SME_1076,Wholesale,North,9,318004.0,703,2017-07-15 00:00:00
1077,SME_1077,Manufacturing,South,13,207479.0,743,2015-03-20 00:00:00
1078,SME_1078,Retail,North,3,266524.0,657,2017-02-04 00:00:00
1079,SME_1079,Manufacturing,Central,4,389941.0,689,2017-02-06 00:00:00
1080,SME_1080,Healthcare,East,8,62283.0,707,2015-06-08 00:00:00
1081,SME_1081,Construction,East,7,88153.0,652,2015-12-24 00:00:00
1082,SME_1082,Retail,East,7,413095.0,678,2015-05-22 00:00:00
1083,SME_1083,Manufacturing,South,5,341566.0,612,2015-10-20 00:00:00
1084,SME_1084,Retail,North,7,173360.0,632,2015-07-28 00:00:00
1085,SME_1085,Retail,East,14,630872.0,708,2019-07-05 00:00:00
1086,SME_1086,Wholesale,West,11,993839.0,749,2018-11-17 00:00:00
1087,SME_1087,Construction,South,8,120154.0,633,2019-05-12 00:00:00
1088,SME_1088,Healthcare,West,8,630906.0,580,2015-09-10 00:00:00
1089,SME_1089,Services,North,5,172215.0,863,2018-05-06 00:00:00
1090,SME_1090,Manufacturing,North,10,50000.0,672,2019-07-04 00:00:00
1091,SME_1091,Wholesale,North,10,291789.0,510,2019-10-06 00:00:00
1092,SME_1092,Wholesale,South,8,682834.0,607,2015-04-17 00:00:00
1093,SME_1093,Construction,West,4,132883.0,467,2016-11-22 00:00:00
1094,SME_1094,Wholesale,West,8,836273.0,664,2016-10-25 00:00:00
1095,SME_1095,Services,South,6,201573.0,664,2015-12-08 00:00:00
1096,SME_1096,Services,East,11,507347.0,652,2015-10-09 00:00:00
1097,SME_1097,Services,West,9,522678.0,618,2016-11-08 00:00:00
1098,SME_1098,Manufacturing,North,6,266598.0,644,2018-07-23 00:00:00
1099,SME_1099,Manufacturing,North,8,2089117.0,699,2018-08-26 00:00:00
1100,SME_1100,Manufacturing,Central,11,1032955.0,728,2017-11-19 00:00:00
1101,SME_1101,Construction,East,10,50000.0,630,2018-12-05 00:00:00
1102,SME_1102,Retail,Central,8,50000.0,674,2018-07-08 00:00:00
1103,SME_1103,Services,South,9,396128.0,709,2018-12-22 00:00:00
1104,SME_1104,Healthcare,West,3,50000.0,747,2019-11-15 00:00:00
1105,SME_1105,Retail,North,10,239193.0,606,2017-11-23 00:00:00
1106,SME_1106,Services,South,9,722856.0,790,2018-10-30 00:00:00
1107,SME_1107,Wholesale,East,6,428110.0,723,2019-03-01 00:00:00
1108,SME_1108,Retail,South,10,142905.0,648,2019-07-25 00:00:00
1109,SME_1109,Manufacturing,North,10,834569.0,645,2017-09-22 00:00:00
1110,SME_1110,Retail,South,3,200339.0,665,2019-08-04 00:00:00
1111,SME_1111,Manufacturing,North,5,269851.0,567,2017-09-10 00:00:00
1112,SME_1112,Healthcare,West,3,185299.0,587,2018-06-18 00:00:00
1113,SME_1113,Agriculture,South,10,459779.0,553,2016-09-27 00:00:00
1114,SME_1114,Construction,North,15,83595.0,694,2019-12-03 00:00:00
1115,SME_1115,Healthcare,North,10,220194.0,634,2016-02-01 00:00:00
1116,SME_1116,Agriculture,North,8,439404.0,680,2016-04-15 00:00:00
1117,SME_1117,Retail,East,7,1865697.0,723,2016-04-04 00:00:00
1118,SME_1118,Healthcare,North,9,473951.0,725,2017-02-07 00:00:00
1119,SME_1119,Services,West,4,50000.0,497,2018-11-02 00:00:00
1120,SME_1120,Agriculture,North,5,439407.0,628,2019-12-02 00:00:00
1121,SME_1121,Healthcare,North,8,148345.0,542,2018-02-01 00:00:00
1122,SME_1122,Retail,West,9,546742.0,599,2018-02-01 00:00:00
1123,SME_1123,Manufacturing,West,6,63060.0,480,2017-08-20 00:00:00
1124,SME_1124,Retail,North,10,99547.0,720,2019-07-05 00:00:00
1125,SME_1125,Services,West,10,197704.0,511,2016-08-28 00:00:00
1126,SME_1126,Agriculture,South,7,209440.0,567,2015-12-13 00:00:00
1127,SME_1127,Healthcare,West,2,553347.0,577,2016-02-22 00:00:00
1128,SME_1128,Manufacturing,East,3,518918.0,727,2019-04-19 00:00:00
1129,SME_1129,Services,East,7,91926.0,658,2015-11-06 00:00:00
1130,SME_1130,Services,Central,9,1009006.0,600,2017-06-30 00:00:00
1131,SME_1131,Retail,North,5,321420.0,558,2016-08-10 00:00:00
1132,SME_1132,Manufacturing,East,5,91733.0,678,2015-12-01 00:00:00
1133,SME_1133,Retail,South,4,50000.0,511,2017-11-10 00:00:00
1134,SME_1134,Tech,North,1,947949.0,580,2019-04-10 00:00:00
1135,SME_1135,Retail,North,6,147746.0,790,2016-08-06 00:00:00
1136,SME_1136,Services,North,9,130746.0,729,2015-08-07 00:00:00
1137,SME_1137,Wholesale,East,7,538408.0,534,2018-02-10 00:00:00
1138,SME_1138,Services,East,6,74479.0,753,2018-09-12 00:00:00
1139,SME_1139,Tech,East,12,159931.0,649,2017-10-17 00:00:00
1140,SME_1140,Tech,North,3,134971.0,711,2015-08-03 00:00:00
1141,SME_1141,Retail,South,8,237735.0,682,2015-01-09 00:00:00
1142,SME_1142,Services,Central,6,430481.0,634,2015-06-07 00:00:00
1143,SME_1143,Retail,South,4,582020.0,664,2019-08-11 00:00:00
1144,SME_1144,Retail,East,3,457934.0,747,2017-11-20 00:00:00
1145,SME_1145,Manufacturing,West,10,975246.0,781,2016-11-11 00:00:00
1146,SME_1146,Construction,West,5,124311.0,672,2015-12-01 00:00:00
1147,SME_1147,Services,East,5,371825.0,582,2018-06-29 00:00:00
1148,SME_1148,Manufacturing,West,12,161492.0,646,2018-10-26 00:00:00
1149,SME_1149,Retail,South,6,232403.0,821,2019-01-13 00:00:00
1150,SME_1150,Healthcare,West,5,228389.0,708,2015-02-03 00:00:00
1151,SME_1151,Retail,North,4,63646.0,713,2018-11-06 00:00:00
1152,SME_1152,Manufacturing,South,6,323715.0,671,2015-10-19 00:00:00
1153,SME_1153,Services,North,2,287060.0,714,2018-12-24 00:00:00
1154,SME_1154,Tech,West,5,266042.0,625,2015-10-03 00:00:00
1155,SME_1155,Retail,South,7,191736.0,680,2016-03-22 00:00:00
1156,SME_1156,Wholesale,North,8,50000.0,575,2018-11-20 00:00:00
1157,SME_1157,Wholesale,North,8,300392.0,546,2018-02-22 00:00:00
1158,SME_1158,Retail,Central,7,467608.0,572,2015-03-05 00:00:00
1159,SME_1159,Wholesale,West,7,1446382.0,750,2015-10-30 00:00:00
1160,SME_1160,Services,East,6,386539.0,549,2016-02-26 00:00:00
1161,SME_1161,Construction,East,12,3867056.0,814,2019-03-19 00:00:00
1162,SME_1162,Construction,South,11,273195.0,723,2018-01-25 00:00:00
1163,SME_1163,Services,South,5,336408.0,729,2015-12-03 00:00:00
1164,SME_1164,Manufacturing,Central,11,216963.0,545,2016-04-10 00:00:00
1165,SME_1165,Agriculture,North,7,160954.0,609,2017-04-10 00:00:00
1166,SME_1166,Retail,South,9,478315.0,675,2015-06-02 00:00:00
1167,SME_1167,Retail,South,4,948840.0,654,2017-01-23 00:00:00
1168,SME_1168,Manufacturing,South,8,455062.0,758,2018-12-18 00:00:00
1169,SME_1169,Construction,South,4,337844.0,617,2016-12-22 00:00:00
1170,SME_1170,Wholesale,East,7,187024.0,726,2018-12-05 00:00:00
1171,SME_1171,Manufacturing,North,6,257239.0,734,2018-02-13 00:00:00
1172,SME_1172,Services,East,11,262195.0,667,2017-01-07 00:00:00
1173,SME_1173,Retail,North,3,344506.0,645,2019-06-19 00:00:00
1174,SME_1174,Construction,North,8,299494.0,530,2017-03-16 00:00:00
1175,SME_1175,Manufacturing,North,10,108033.0,671,2018-09-03 00:00:00
1176,SME_1176,Wholesale,West,6,1116370.0,721,2018-12-30 00:00:00
1177,SME_1177,Services,South,9,1980486.0,595,2019-07-30 00:00:00
1178,SME_1178,Healthcare,East,10,258534.0,552,2016-05-21 00:00:00
1179,SME_1179,Manufacturing,West,4,295354.0,602,2016-01-03 00:00:00
1180,SME_1180,Retail,East,6,490835.0,631,2017-03-28 00:00:00
1181,SME_1181,Manufacturing,South,7,127078.0,698,2019-05-17 00:00:00
1182,SME_1182,Healthcare,South,8,451130.0,660,2016-08-24 00:00:00
1183,SME_1183,Healthcare,South,7,168144.0,585,2016-05-13 00:00:00
1184,SME_1184,Retail,East,8,190215.0,475,2015-03-07 00:00:00
1185,SME_1185,Construction,South,5,77365.0,762,2018-07-02 00:00:00
1186,SME_1186,Agriculture,West,4,176921.0,532,2018-07-01 00:00:00
1187,SME_1187,Construction,West,5,335802.0,627,2019-03-03 00:00:00
1188,SME_1188,Services,North,6,1525850.0,640,2017-06-23 00:00:00
1189,SME_1189,Retail,North,6,209151.0,499,2019-06-13 00:00:00
1190,SME_1190,Manufacturing,East,11,160516.0,524,2015-06-06 00:00:00
1191,SME_1191,Healthcare,South,6,419002.0,466,2017-10-24 00:00:00
1192,SME_1192,Healthcare,North,5,867562.0,719,2017-05-20 00:00:00
1193,SME_1193,Construction,West,4,1069437.0,624,2019-06-27 00:00:00
1194,SME_1194,Retail,North,8,64162.0,636,2019-07-16 00:00:00
1195,SME_1195,Retail,Central,3,295914.0,648,2019-11-17 00:00:00
1196,SME_1196,Wholesale,West,6,1666173.0,507,2016-10-04 00:00:00
1197,SME_1197,Healthcare,West,10,77221.0,499,2016-11-23 00:00:00
1198,SME_1198,Healthcare,North,10,334571.0,669,2015-12-18 00:00:00
1199,SME_1199,Wholesale,North,2,356013.0,625,2018-09-17 00:00:00
1200,SME_1200,Construction,East,6,68587.0,501,2019-03-01 00:00:00
1201,SME_1201,Manufacturing,North,9,460143.0,660,2019-04-05 00:00:00
1202,SME_1202,Manufacturing,South,3,492817.0,667,2019-12-13 00:00:00
1203,SME_1203,Healthcare,South,7,155025.0,699,2017-10-22 00:00:00
1204,SME_1204,Construction,North,7,81363.0,682,2016-01-27 00:00:00
1205,SME_1205,Manufacturing,North,4,1069121.0,678,2018-01-02 00:00:00
1206,SME_1206,Manufacturing,West,7,88261.0,635,2016-10-23 00:00:00
1207,SME_1207,Wholesale,North,8,1153572.0,722,2016-09-01 00:00:00
1208,SME_1208,Manufacturing,North,5,391606.0,704,2018-07-02 00:00:00
1209,SME_1209,Manufacturing,East,8,227628.0,616,2016-01-06 00:00:00
1210,SME_1210,Construction,Central,7,1067088.0,462,2017-09-21 00:00:00
1211,SME_1211,Wholesale,South,12,206876.0,594,2015-09-15 00:00:00
1212,SME_1212,Construction,North,8,264866.0,555,2019-06-14 00:00:00
1213,SME_1213,Retail,East,11,549224.0,867,2015-06-11 00:00:00
1214,SME_1214,Wholesale,Central,5,138184.0,558,2019-08-28 00:00:00
1215,SME_1215,Retail,West,7,343036.0,724,2019-12-30 00:00:00
1216,SME_1216,Retail,East,5,83732.0,521,2016-03-05 00:00:00
1217,SME_1217,Wholesale,South,3,500665.0,521,2015-06-19 00:00:00
1218,SME_1218,Construction,East,11,134233.0,731,2015-02-27 00:00:00
1219,SME_1219,Agriculture,North,7,360796.0,600,2015-09-23 00:00:00
1220,SME_1220,Construction,East,8,5000000.0,834,2019-07-29 00:00:00
1221,SME_1221,Construction,West,8,121990.0,774,2018-08-25 00:00:00
1222,SME_1222,Manufacturing,Central,8,1365524.0,614,2015-06-18 00:00:00
1223,SME_1223,Services,South,1,241724.0,529,2019-10-21 00:00:00
1224,SME_1224,Retail,North,2,608554.0,705,2018-04-10 00:00:00
1225,SME_1225,Retail,East,4,736642.0,628,2019-08-24 00:00:00
1226,SME_1226,Tech,West,4,576740.0,735,2018-07-25 00:00:00
1227,SME_1227,Services,West,5,344227.0,781,2016-11-16 00:00:00
1228,SME_1228,Healthcare,North,11,50000.0,603,2015-05-04 00:00:00
1229,SME_1229,Construction,South,9,678964.0,690,2015-01-30 00:00:00
1230,SME_1230,Agriculture,East,2,284001.0,597,2018-01-17 00:00:00
1231,SME_1231,Services,South,7,133482.0,733,2017-07-06 00:00:00
1232,SME_1232,Construction,West,9,153670.0,571,2017-11-24 00:00:00
1233,SME_1233,Services,South,5,70079.0,718,2019-10-25 00:00:00
1234,SME_1234,Retail,West,9,310056.0,676,2019-07-07 00:00:00
1235,SME_1235,Wholesale,East,10,169116.0,532,2016-10-13 00:00:00
1236,SME_1236,Retail,West,2,192206.0,541,2016-08-04 00:00:00
1237,SME_1237,Manufacturing,South,8,561242.0,635,2016-06-02 00:00:00
1238,SME_1238,Construction,West,9,199917.0,598,2019-09-13 00:00:00
1239,SME_1239,Manufacturing,South,6,341170.0,452,2019-07-16 00:00:00
1240,SME_1240,Tech,East,6,181065.0,511,2019-09-07 00:00:00
1241,SME_1241,Tech,North,7,330671.0,543,2016-02-27 00:00:00
1242,SME_1242,Healthcare,South,4,124782.0,697,2017-05-07 00:00:00
1243,SME_1243,Services,South,14,71514.0,638,2016-10-10 00:00:00
1244,SME_1244,Manufacturing,South,14,187563.0,568,2016-08-12 00:00:00
1245,SME_1245,Healthcare,Central,5,181755.0,606,2015-06-25 00:00:00
1246,SME_1246,Services,North,11,150358.0,721,2019-03-14 00:00:00
1247,SME_1247,Tech,West,7,356840.0,766,2016-06-26 00:00:00
1248,SME_1248,Tech,Central,11,990234.0,530,2016-10-02 00:00:00
1249,SME_1249,Agriculture,North,10,62769.0,595,2018-01-10 00:00:00
1250,SME_1250,Retail,East,6,529561.0,681,2019-08-18 00:00:00
1251,SME_1251,Services,South,12,1301038.0,620,2018-08-14 00:00:00
1252,SME_1252,Agriculture,North,4,558435.0,745,2018-03-19 00:00:00
1253,SME_1253,Retail,South,9,330498.0,559,2015-06-24 00:00:00
1254,SME_1254,Manufacturing,Central,9,378239.0,609,2018-02-12 00:00:00
1255,SME_1255,Construction,North,3,547583.0,663,2016-04-30 00:00:00
1256,SME_1256,Healthcare,East,10,50000.0,646,2018-03-12 00:00:00
1257,SME_1257,Wholesale,East,11,50000.0,618,2016-08-20 00:00:00
1258,SME_1258,Construction,West,5,309519.0,666,2015-05-20 00:00:00
1259,SME_1259,Manufacturing,North,4,281353.0,700,2019-03-22 00:00:00
1260,SME_1260,Construction,East,13,1039675.0,604,2017-10-09 00:00:00
1261,SME_1261,Tech,East,9,249692.0,637,2016-05-28 00:00:00
1262,SME_1262,Manufacturing,East,5,133968.0,548,2016-10-14 00:00:00
1263,SME_1263,Services,Central,9,61451.0,575,2018-02-01 00:00:00
1264,SME_1264,Healthcare,West,12,173964.0,575,2018-05-25 00:00:00
1265,SME_1265,Wholesale,North,6,127229.0,651,2017-06-07 00:00:00
1266,SME_1266,Wholesale,South,5,358986.0,638,2017-08-17 00:00:00
1267,SME_1267,Wholesale,South,7,512598.0,737,2015-07-14 00:00:00
1268,SME_1268,Retail,South,9,84479.0,577,2015-09-26 00:00:00
1269,SME_1269,Retail,South,5,599308.0,598,2016-01-19 00:00:00
1270,SME_1270,Agriculture,South,4,50000.0,596,2017-08-25 00:00:00
1271,SME_1271,Agriculture,South,7,954530.0,871,2017-02-05 00:00:00
1272,SME_1272,Healthcare,Central,7,110866.0,725,2017-11-07 00:00:00
1273,SME_1273,Healthcare,North,8,776997.0,578,2015-11-12 00:00:00
1274,SME_1274,Services,Central,6,130602.0,573,2019-11-02 00:00:00
1275,SME_1275,Services,South,10,330384.0,546,2018-01-27 00:00:00
1276,SME_1276,Agriculture,East,5,156134.0,699,2015-08-22 00:00:00
1277,SME_1277,Construction,West,5,524027.0,789,2016-11-06 00:00:00
1278,SME_1278,Wholesale,South,5,100134.0,683,2019-11-24 00:00:00
1279,SME_1279,Agriculture,South,12,59489.0,633,2019-10-30 00:00:00
1280,SME_1280,Healthcare,South,13,479399.0,572,2015-05-08 00:00:00
1281,SME_1281,Retail,South,5,154640.0,736,2019-02-25 00:00:00
1282,SME_1282,Services,Central,10,1461133.0,616,2018-03-17 00:00:00
1283,SME_1283,Manufacturing,West,9,433029.0,714,2015-12-04 00:00:00
1284,SME_1284,Construction,North,9,848233.0,784,2019-03-01 00:00:00
1285,SME_1285,Manufacturing,North,4,917612.0,568,2018-03-13 00:00:00
1286,SME_1286,Services,South,12,170563.0,756,2015-07-26 00:00:00
1287,SME_1287,Construction,North,8,267847.0,661,2019-03-28 00:00:00
1288,SME_1288,Retail,East,7,371045.0,677,2018-10-17 00:00:00
1289,SME_1289,Construction,North,7,122371.0,726,2015-01-14 00:00:00
1290,SME_1290,Manufacturing,East,10,145078.0,492,2016-04-09 00:00:00
1291,SME_1291,Manufacturing,North,7,279328.0,704,2016-05-06 00:00:00
1292,SME_1292,Agriculture,South,3,886007.0,667,2017-04-18 00:00:00
1293,SME_1293,Services,East,6,284944.0,717,2016-02-25 00:00:00
1294,SME_1294,Manufacturing,South,4,373108.0,665,2019-02-19 00:00:00
1295,SME_1295,Services,Central,6,515749.0,609,2018-07-04 00:00:00
1296,SME_1296,Wholesale,West,7,860886.0,613,2015-02-25 00:00:00
1297,SME_1297,Retail,South,4,542826.0,620,2018-07-14 00:00:00
1298,SME_1298,Construction,North,6,206679.0,698,2019-10-03 00:00:00
1299,SME_1299,Manufacturing,West,8,197022.0,776,2017-06-20 00:00:00
1300,SME_1300,Manufacturing,Central,8,50000.0,525,2015-11-29 00:00:00
1301,SME_1301,Services,West,14,115273.0,572,2019-05-26 00:00:00
1302,SME_1302,Construction,North,12,468708.0,603,2018-04-18 00:00:00
1303,SME_1303,Construction,Central,6,99950.0,490,2017-02-20 00:00:00
1304,SME_1304,Wholesale,South,15,111334.0,556,2017-01-22 00:00:00
1305,SME_1305,Tech,West,8,677054.0,596,2016-05-29 00:00:00
1306,SME_1306,Services,Central,10,88567.0,663,2015-07-13 00:00:00
1307,SME_1307,Retail,North,8,114179.0,672,2019-05-11 00:00:00
1308,SME_1308,Agriculture,Central,8,115292.0,584,2019-11-30 00:00:00
1309,SME_1309,Retail,South,11,67369.0,811,2019-09-23 00:00:00
1310,SME_1310,Services,Central,7,126476.0,613,2015-11-05 00:00:00
1311,SME_1311,Manufacturing,South,7,50000.0,682,2017-02-03 00:00:00
1312,SME_1312,Manufacturing,Central,6,2904837.0,663,2016-06-16 00:00:00
1313,SME_1313,Tech,North,7,197498.0,684,2016-09-18 00:00:00
1314,SME_1314,Agriculture,West,10,281334.0,728,2016-08-12 00:00:00
1315,SME_1315,Wholesale,East,9,50000.0,643,2019-08-24 00:00:00
1316,SME_1316,Services,South,9,106212.0,718,2019-09-25 00:00:00
1317,SME_1317,Manufacturing,North,8,272124.0,710,2015-03-15 00:00:00
1318,SME_1318,Manufacturing,West,4,65490.0,700,2017-09-05 00:00:00
1319,SME_1319,Retail,North,9,610713.0,667,2018-04-22 00:00:00
1320,SME_1320,Construction,East,5,307443.0,561,2016-03-24 00:00:00
1321,SME_1321,Wholesale,South,5,176489.0,578,2015-04-22 00:00:00
1322,SME_1322,Wholesale,Central,5,248173.0,508,2015-05-17 00:00:00
1323,SME_1323,Retail,North,7,146240.0,733,2018-09-08 00:00:00
1324,SME_1324,Tech,North,9,50000.0,654,2016-10-28 00:00:00
1325,SME_1325,Wholesale,North,9,316957.0,738,2017-10-26 00:00:00
1326,SME_1326,Construction,South,12,65615.0,547,2016-07-31 00:00:00
1327,SME_1327,Construction,North,10,258600.0,651,2019-01-27 00:00:00
1328,SME_1328,Services,South,6,761024.0,599,2015-06-20 00:00:00
1329,SME_1329,Retail,West,3,225625.0,580,2015-01-28 00:00:00
1330,SME_1330,Retail,West,8,294370.0,581,2017-03-16 00:00:00
1331,SME_1331,Wholesale,East,5,87768.0,873,2017-01-06 00:00:00
1332,SME_1332,Manufacturing,North,4,59212.0,717,2015-01-31 00:00:00
1333,SME_1333,Manufacturing,East,9,712307.0,600,2019-02-22 00:00:00
1334,SME_1334,Manufacturing,North,9,627271.0,559,2017-09-09 00:00:00
1335,SME_1335,Manufacturing,West,8,912258.0,605,2019-03-15 00:00:00
1336,SME_1336,Agriculture,South,12,2320656.0,782,2017-04-15 00:00:00
1337,SME_1337,Wholesale,South,4,154102.0,594,2018-02-04 00:00:00
1338,SME_1338,Services,South,11,373839.0,555,2015-02-20 00:00:00
1339,SME_1339,Manufacturing,West,5,825419.0,557,2018-12-01 00:00:00
1340,SME_1340,Services,North,8,1915988.0,732,2015-04-25 00:00:00
1341,SME_1341,Services,East,7,817239.0,572,2016-05-12 00:00:00
1342,SME_1342,Manufacturing,North,11,106578.0,753,2017-05-06 00:00:00
1343,SME_1343,Services,West,4,1431170.0,662,2016-04-04 00:00:00
1344,SME_1344,Services,Central,10,642556.0,719,2015-04-18 00:00:00
1345,SME_1345,Construction,South,5,353331.0,760,2018-07-10 00:00:00
1346,SME_1346,Construction,South,6,164265.0,600,2016-12-21 00:00:00
1347,SME_1347,Manufacturing,Central,7,1275166.0,711,2018-09-12 00:00:00
1348,SME_1348,Services,East,12,4401116.0,647,2016-03-12 00:00:00
1349,SME_1349,Construction,South,10,228923.0,674,2017-05-13 00:00:00
1350,SME_1350,Services,East,4,320076.0,841,2016-10-09 00:00:00
1351,SME_1351,Agriculture,East,10,452607.0,646,2017-03-05 00:00:00
1352,SME_1352,Construction,North,12,92597.0,727,2019-11-11 00:00:00
1353,SME_1353,Manufacturing,West,7,274893.0,793,2016-12-29 00:00:00
1354,SME_1354,Manufacturing,South,7,507612.0,603,2017-07-28 00:00:00
1355,SME_1355,Construction,North,8,1874547.0,579,2019-10-18 00:00:00
1356,SME_1356,Manufacturing,West,8,225217.0,637,2015-04-01 00:00:00
1357,SME_1357,Construction,South,6,437119.0,574,2016-08-04 00:00:00
1358,SME_1358,Tech,North,4,138726.0,613,2016-01-08 00:00:00
1359,SME_1359,Construction,East,9,657555.0,614,2017-04-04 00:00:00
1360,SME_1360,Services,West,7,235256.0,634,2015-08-05 00:00:00
1361,SME_1361,Construction,West,5,686525.0,572,2017-04-20 00:00:00
1362,SME_1362,Services,Central,6,133923.0,670,2016-06-15 00:00:00
1363,SME_1363,Construction,West,6,55828.0,613,2019-11-02 00:00:00
